age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,age_group
32,State-gov,92003,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,30-39
29,Private,188401,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,20-29
33,Private,228528,10th,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,<=50K,30-39
63,Self-emp-inc,222289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,60-69
47,Local-gov,287480,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,40-49
17,,202521,11th,7,Never-married,,Own-child,White,Male,40,United-States,<=50K,10-19
33,Private,208405,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,30-39
34,Local-gov,117018,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K,30-39
23,Private,81281,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,20-29
42,Local-gov,340148,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,40-49
29,Private,363425,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,20-29
24,Federal-gov,191073,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,40,United-States,<=50K,20-29
44,Private,116632,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40-49
27,Private,405855,9th,5,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,<=50K,20-29
20,Private,298227,Some-college,10,Never-married,Sales,Not-in-family,White,Male,35,United-States,<=50K,10-19
44,Private,290521,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,40-49
51,Private,56915,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,50-59
20,Private,146538,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,10-19
19,Private,206399,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K,10-19
60,Private,245062,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,50-59
42,Private,197583,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,,>50K,40-49
44,Self-emp-not-inc,234885,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K,40-49
40,Private,72887,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States,>50K,30-39
30,Private,180374,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,20-29
38,Private,351299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,<=50K,30-39
32,,115745,Some-college,10,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,30-39
44,Private,116632,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,40-49
54,Local-gov,288825,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,50-59
32,Private,132601,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,30-39
52,Private,35598,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K,50-59
38,Private,33983,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,30-39
60,Private,201965,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,>50K,50-59
22,,139883,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,20-29
35,Private,285020,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,30-39
46,Private,279196,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,40-49
27,Private,161155,10th,6,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,20-29
23,Private,197904,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,35,United-States,<=50K,20-29
33,Private,111746,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Portugal,<=50K,30-39
41,Private,193626,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,40-49
59,Local-gov,286967,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,50-59
45,Local-gov,164427,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,40-49
40,Private,347934,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,30-39
46,Federal-gov,371373,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,40-49
41,Private,343121,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,36,United-States,<=50K,40-49
20,Private,262749,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,10-19
26,Private,64293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,20-29
23,Local-gov,324960,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,Poland,<=50K,20-29
62,Local-gov,114060,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,60-69
52,Private,48925,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,50-59
58,Private,180980,Some-college,10,Divorced,Other-service,Unmarried,White,Female,42,France,<=50K,50-59
25,Private,181054,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,20-29
24,Private,388093,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,20-29
43,Private,112131,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,40-49
39,Private,91996,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,30-39
32,Private,37070,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,30-39
34,Private,337587,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,30-39
28,Private,189346,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,20-29
57,,222216,Assoc-voc,11,Widowed,,Unmarried,White,Female,38,United-States,<=50K,50-59
21,,204226,Some-college,10,Never-married,,Unmarried,White,Female,35,United-States,<=50K,20-29
34,Private,108116,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,30-39
24,Local-gov,248344,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,50,United-States,<=50K,20-29
37,Local-gov,186035,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,30-39
28,Private,85812,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K,20-29
42,Private,221172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,40-49
38,Self-emp-not-inc,190387,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,30-39
44,Self-emp-not-inc,202692,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,40-49
44,Private,109339,11th,7,Divorced,Machine-op-inspct,Unmarried,Other,Female,46,Puerto-Rico,<=50K,40-49
26,Private,108658,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,20-29
36,Private,197202,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,30-39
41,Private,101739,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K,40-49
39,Local-gov,207853,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,<=50K,30-39
29,Private,102345,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-29
31,Self-emp-inc,41493,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,45,United-States,<=50K,30-39
34,,190027,HS-grad,9,Never-married,,Unmarried,Black,Female,40,United-States,<=50K,30-39
44,Private,210525,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,40-49
29,Private,133937,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,20-29
30,Private,237903,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K,20-29
27,Private,163862,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,20-29
27,Private,201872,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,20-29
32,Private,84179,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,45,United-States,<=50K,30-39
35,Local-gov,233327,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,30-39
21,Private,259510,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,36,United-States,<=50K,20-29
28,Private,184831,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,20-29
46,Self-emp-not-inc,245724,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,40-49
36,Self-emp-not-inc,27053,HS-grad,9,Separated,Other-service,Unmarried,White,Female,40,United-States,<=50K,30-39
72,Private,205343,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,70-79
35,Private,229328,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States,<=50K,30-39
33,Federal-gov,319560,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,40,United-States,>50K,30-39
69,Private,136218,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,60-69
35,Private,54576,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-39
30,Private,152453,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,<=50K,20-29
54,Private,212960,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,>50K,50-59
47,Private,264052,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,40-49
24,Private,82804,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,<=50K,20-29
20,Private,27337,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,48,United-States,<=50K,10-19
29,Self-emp-not-inc,110663,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,20-29
47,Private,87490,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,42,United-States,<=50K,40-49
24,Private,354351,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-29
51,Private,95469,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,50-59
29,Private,350162,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,40,United-States,>50K,20-29
36,Self-emp-not-inc,28738,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,35,United-States,<=50K,30-39
58,Local-gov,283635,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,50-59
26,Self-emp-not-inc,86646,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,20-29
57,Private,69884,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,50-59
59,Private,199713,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-59
27,Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,20-29
31,Self-emp-not-inc,340939,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,30-39
18,Private,156764,11th,7,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,10-19
42,,137390,HS-grad,9,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,40-49
55,,105138,HS-grad,9,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,40,United-States,<=50K,50-59
23,Private,117789,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-29
27,Private,267147,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,20-29
49,Private,136455,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,40-49
32,Private,239824,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,30-39
42,Local-gov,175674,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,40-49
35,Self-emp-not-inc,194404,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,30-39
48,Private,45612,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,37,United-States,<=50K,40-49
51,Private,410114,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,50-59
29,Private,182521,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K,20-29
36,Local-gov,339772,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Male,40,United-States,<=50K,30-39
24,Private,247564,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,20-29
24,Private,249909,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,20-29
30,Private,369027,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,45,United-States,<=50K,20-29
47,Private,241832,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,40,El-Salvador,<=50K,40-49
34,Private,153614,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,30-39
33,Private,205469,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,30-39
47,Self-emp-not-inc,165039,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,40-49
49,Local-gov,120451,10th,6,Separated,Other-service,Unmarried,Black,Female,40,United-States,<=50K,40-49
30,Private,103649,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,>50K,20-29
21,Private,226181,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,20-29
60,Private,199378,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-59
21,Private,160968,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,20-29
31,Private,55849,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,30-39
50,Self-emp-inc,195322,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,40-49
31,Local-gov,402089,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,30-39
58,,158611,HS-grad,9,Married-civ-spouse,,Husband,White,Male,50,United-States,<=50K,50-59
30,State-gov,169496,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,20-29
35,Private,292472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,>50K,30-39
38,State-gov,143774,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,30-39
29,State-gov,71592,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,Philippines,<=50K,20-29
34,Private,106742,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,30-39
43,Private,174524,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,40-49
44,Self-emp-not-inc,335183,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,>50K,40-49
27,Private,111900,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,20-29
43,Local-gov,194360,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,38,United-States,<=50K,40-49
42,Private,247019,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,>50K,40-49
48,Federal-gov,110457,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,40-49
33,Private,182556,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,30-39
50,Self-emp-inc,219420,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,40-49
32,Private,226267,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,<=50K,30-39
31,Private,125457,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,30-39
58,Self-emp-not-inc,204021,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,50-59
29,Local-gov,92262,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,48,United-States,<=50K,20-29
37,Private,161141,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,>50K,30-39
34,Self-emp-not-inc,190290,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,30-39
34,Private,136721,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,30-39
41,Private,195124,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,35,Dominican-Republic,<=50K,40-49
54,Local-gov,113000,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,50-59
24,Private,140027,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,45,United-States,<=50K,20-29
42,Private,262425,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,40-49
25,,202480,Assoc-acdm,12,Never-married,,Other-relative,White,Male,45,United-States,<=50K,20-29
30,Private,189620,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,Poland,<=50K,20-29
36,Local-gov,110866,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,30-39
